Hotel id,Primary Location Segment,Trend Segment
42785004,Resort,Extended Stay
77960204,Urban,Standard
130619304,Urban,Standard
56222504,Resort,Extended Stay
49287604,Suburban,Standard
325775103,Urban,Lifestyle/Boutique
279053503,Urban,Extended Stay
111381305,Small Metro/Town,Standard
112650403,Urban,Standard
11486205,Urban,Standard
119135304,Small Metro/Town,Extended Stay
109307604,Suburban,Standard
192310103,Small Metro/Town,Standard
69020805,Small Metro/Town,Standard
59030406,Resort,Standard
7078203,Urban,Wellness/Eco
26503603,Urban,Standard
165583304,Resort,Standard
132555104,Resort,Standard
58487703,Urban,Standard
5624305,Interstate,Standard
11868805,Airport,Standard
80170105,Resort,Extended Stay
16712304,Resort,Standard
82467905,Resort,Standard
48213104,Resort,Extended Stay
6025203,Small Metro/Town,Standard
126794604,Urban,Standard
5789603,Small Metro/Town,Standard
3436005,Suburban,Standard
68656605,Small Metro/Town,Lifestyle/Boutique
90688204,Small Metro/Town,Standard
46359004,Small Metro/Town,Standard
5904203,Resort,Standard
22731006,Urban,Standard
91944406,Resort,Extended Stay
71127906,Urban,Standard
206065304,Urban,Lifestyle/Boutique
125768005,Resort,Standard
253138204,Suburban,Standard
2390905,Interstate,Standard
89765503,Urban,Wellness/Eco
84173306,Urban,Standard
49080604,Resort,Standard
2737305,Urban,Standard
207346704,Airport,Standard
49085504,Small Metro/Town,Lifestyle/Boutique
52150304,Resort,Wellness/Eco
108839904,Urban,Standard
49821704,Suburban,Standard
288753203,Small Metro/Town,Standard
299696403,Resort,Standard
67601806,Urban,Standard
16242903,Urban,Lifestyle/Boutique
294242703,Urban,Extended Stay
190752403,Urban,Extended Stay
280153303,Urban,Standard
500207092,Suburban,Extended Stay
49074804,Urban,Extended Stay
49699704,Resort,Wellness/Eco
81124403,Suburban,Standard
12109805,Resort,Wellness/Eco
110559004,Resort,Standard
71219603,Urban,Lifestyle/Boutique
150814204,Urban,Extended Stay
11329905,Small Metro/Town,Standard
54478503,Urban,Standard
255087704,Resort,Standard
5472305,Resort,Standard
65367604,Urban,Standard
359807404,Urban,Lifestyle/Boutique
2792405,Urban,Standard
99706105,Resort,Standard
207476604,Resort,Extended Stay
220821404,Urban,Extended Stay
283416003,Urban,Standard
359156703,Small Metro/Town,Extended Stay
35628203,Urban,Standard
48369004,Urban,Standard
106158704,Urban,Standard
58906305,Urban,Standard
89323505,Urban,Standard
174679603,Small Metro/Town,Standard
310443303,Urban,Standard
194830303,Resort,Wellness/Eco
906803,Suburban,Standard
88829903,Urban,Standard
33466603,Urban,Standard
299643703,Suburban,Extended Stay
5785503,Suburban,Standard
288887603,Resort,Extended Stay
41284603,Resort,Extended Stay
51977904,Urban,Standard
1920504,Urban,Extended Stay
232685304,Suburban,Extended Stay
50398203,Urban,Standard
229139804,Resort,Wellness/Eco
165697804,Urban,Standard
119622804,Urban,Lifestyle/Boutique
11434603,Urban,Standard
68170905,Urban,Extended Stay
5785703,Urban,Standard
47187706,Urban,Lifestyle/Boutique
188088803,Urban,Extended Stay
119420505,Resort,Lifestyle/Boutique
18384404,Resort,Standard
251285304,Resort,Standard
200640804,Urban,Lifestyle/Boutique
186604303,Resort,Standard
122343803,Small Metro/Town,Lifestyle/Boutique
125714805,Suburban,Standard
12018205,Resort,Wellness/Eco
195125103,Urban,Extended Stay
33359303,Urban,Standard
76992703,Urban,Extended Stay
46685104,Urban,Standard
299464203,Resort,Standard
71407805,Urban,Standard
22986506,Resort,Standard
187813703,Urban,Standard
51857104,Urban,Lifestyle/Boutique
136166403,Suburban,Standard
337998304,Airport,Standard
55882505,Resort,Extended Stay
181015704,Urban,Extended Stay
111384905,Urban,Work-From-Anywhere
275496203,Resort,Extended Stay
11820005,Urban,Extended Stay
82355405,Urban,Standard
46328704,Urban,Lifestyle/Boutique
49445504,Urban,Standard
80705404,Urban,Standard
20790104,Resort,Standard
52133804,Urban,Standard
48867404,Small Metro/Town,Standard
256257503,Small Metro/Town,Standard
253628803,Airport,Extended Stay
50105704,Resort,Standard
101279504,Urban,Standard
170886003,Urban,Standard
52107006,Urban,Extended Stay
10934705,Resort,Standard
20809704,Resort,Standard
182873704,Urban,Standard
64578604,Urban,Standard
64904403,Urban,Extended Stay
51916606,Urban,Extended Stay
64837903,Urban,Extended Stay
160803603,Urban,Standard
39143705,Urban,Standard
310582804,Urban,Extended Stay
54288104,Resort,Extended Stay
178879404,Urban,Extended Stay
106945205,Urban,Standard
5458205,Resort,Standard
5601805,Urban,Standard
258502303,Resort,Extended Stay
32005704,Urban,Standard
66050003,Suburban,Standard
173098703,Urban,Standard
59582904,Urban,Standard
363658804,Resort,Standard
141736304,Urban,Lifestyle/Boutique
46604204,Resort,Wellness/Eco
118593403,Urban,Standard
98561005,Urban,Standard
9777403,Urban,Wellness/Eco
49231904,Small Metro/Town,Extended Stay
41374906,Resort,Extended Stay
129930104,Resort,Standard
263255704,Urban,Standard
227042604,Urban,Extended Stay
44296303,Small Metro/Town,Standard
182822303,Resort,Extended Stay
107757506,Resort,Standard
250968604,Urban,Standard
3030205,Resort,Standard
284267203,Urban,Standard
325758403,Urban,Wellness/Eco
12085205,Urban,Standard
239641504,Resort,Extended Stay
7352505,Resort,Lifestyle/Boutique
4149305,Resort,Standard
59846104,Urban,Standard
10530105,Small Metro/Town,Standard
116351704,Urban,Standard
50099204,Small Metro/Town,Standard
353369903,Urban,Wellness/Eco
190178603,Resort,Extended Stay
35973506,Resort,Extended Stay
134102404,Resort,Standard
341419203,Urban,Extended Stay
255947803,Urban,Standard
5514705,Urban,Standard
253990003,Small Metro/Town,Standard
49833104,Small Metro/Town,Extended Stay
107216104,Resort,Standard
38400306,Urban,Extended Stay
93667906,Resort,Extended Stay
40374406,Urban,Lifestyle/Boutique
12170105,Small Metro/Town,Lifestyle/Boutique
22057504,Resort,Standard
25732306,Resort,Standard
3356205,Urban,Standard
22246206,Resort,Standard
51953504,Small Metro/Town,Standard
282133703,Urban,Extended Stay
101442706,Small Metro/Town,Standard
5820203,Urban,Standard
167366703,Suburban,Standard
70796605,Urban,Standard
173093903,Resort,Standard
22189306,Small Metro/Town,Standard
278192103,Resort,Extended Stay
5918503,Urban,Standard
31652805,Small Metro/Town,Standard
43644706,Small Metro/Town,Standard
48180204,Urban,Lifestyle/Boutique
12010005,Resort,Standard
381649804,Airport,Extended Stay
60995305,Urban,Standard
278590704,Resort,Lifestyle/Boutique
107784406,Urban,Standard
48955204,Small Metro/Town,Standard
34361706,Resort,Standard
17143904,Resort,Standard
50182104,Urban,Standard
49231804,Urban,Wellness/Eco
14289704,Urban,Lifestyle/Boutique
60321404,Resort,Lifestyle/Boutique
88169103,Urban,Standard
48440204,Urban,Standard
38482003,Urban,Standard
22931606,Urban,Standard
49901904,Suburban,Extended Stay
294816203,Urban,Lifestyle/Boutique
183019004,Interstate,Standard
163621904,Urban,Standard
49677304,Resort,Standard
58789203,Suburban,Standard
48908204,Urban,Standard
373853103,Urban,Standard
56550405,Interstate,Standard
162971904,Small Metro/Town,Extended Stay
100341306,Interstate,Standard
10399103,Urban,Lifestyle/Boutique
16925904,Resort,Lifestyle/Boutique
40790303,Resort,Standard
295427103,Urban,Lifestyle/Boutique
69777506,Urban,Standard
141654804,Resort,Standard
277468003,Urban,Work-From-Anywhere
49569304,Small Metro/Town,Standard
295939303,Urban,Standard
100315705,Resort,Standard
10216203,Airport,Standard
7127603,Urban,Standard
47010404,Resort,Standard
49704004,Urban,Standard
388090404,Resort,Standard
80435805,Urban,Lifestyle/Boutique
173391703,Resort,Standard
30313005,Urban,Standard
6052203,Urban,Standard
169503003,Urban,Extended Stay
288632703,Suburban,Extended Stay
141641404,Urban,Lifestyle/Boutique
125413105,Resort,Wellness/Eco
105541603,Suburban,Lifestyle/Boutique
11132905,Urban,Standard
71763906,Urban,Standard
84885005,Interstate,Standard
49657004,Resort,Standard
56719204,Resort,Wellness/Eco
63584003,Small Metro/Town,Standard
424645004,Resort,Extended Stay
58450304,Resort,Standard
95857704,Resort,Standard
118285704,Urban,Standard
48529204,Urban,Standard
122867005,Urban,Extended Stay
9231805,Urban,Standard
81856304,Resort,Standard
85914803,Urban,Standard
46595104,Resort,Standard
88158603,Resort,Standard
273849103,Resort,Extended Stay
123275004,Resort,Extended Stay
91050404,Urban,Standard
50082204,Resort,Standard
16271803,Resort,Extended Stay
6208603,Urban,Standard
233706904,Suburban,Extended Stay
205457904,Urban,Standard
11627705,Resort,Standard
182875504,Resort,Standard
5987403,Urban,Standard
46335604,Urban,Lifestyle/Boutique
278985903,Suburban,Extended Stay
207695004,Small Metro/Town,Standard
218016504,Urban,Extended Stay
60302106,Suburban,Extended Stay
49595004,Airport,Standard
114664105,Suburban,Standard
97432306,Small Metro/Town,Extended Stay
52127004,Urban,Standard
74626305,Resort,Standard
54243604,Urban,Standard
172911003,Urban,Lifestyle/Boutique
81396805,Resort,Standard
281661003,Suburban,Standard
208879704,Urban,Standard
50586805,Urban,Standard
72819503,Urban,Standard
278597303,Small Metro/Town,Standard
254563504,Resort,Extended Stay
154728303,Resort,Extended Stay
600394906,Urban,Standard
15809704,Small Metro/Town,Standard
20611304,Urban,Standard
190568004,Resort,Standard
228528704,Resort,Wellness/Eco
39935203,Urban,Standard
323023803,Urban,Standard
4942705,Urban,Standard
1703804,Urban,Standard
15047304,Urban,Lifestyle/Boutique
30091305,Resort,Standard
122894705,Urban,Standard
18619903,Urban,Standard
29863303,Urban,Standard
48212604,Urban,Standard
2342205,Airport,Standard
125187804,Suburban,Lifestyle/Boutique
11534705,Resort,Wellness/Eco
156194704,Small Metro/Town,Standard
96734605,Urban,Lifestyle/Boutique
82469204,Resort,Standard
239725604,Resort,Standard
70313403,Interstate,Standard
4535105,Urban,Standard
150722804,Suburban,Standard
102913305,Resort,Extended Stay
40489405,Urban,Lifestyle/Boutique
57586303,Resort,Lifestyle/Boutique
70926505,Urban,Standard
45842504,Resort,Extended Stay
151708504,Small Metro/Town,Extended Stay
257663704,Urban,Standard
283395603,Resort,Standard
23300703,Suburban,Standard
316950804,Urban,Extended Stay
177225904,Small Metro/Town,Standard
46618904,Interstate,Standard
49054104,Resort,Standard
48431804,Resort,Standard
11717205,Small Metro/Town,Standard
67367103,Urban,Standard
46584604,Resort,Wellness/Eco
23195306,Resort,Standard
236365904,Resort,Standard
177954304,Resort,Wellness/Eco
46359204,Resort,Standard
89221403,Urban,Standard
80164605,Urban,Lifestyle/Boutique
20206705,Urban,Standard
31136103,Suburban,Standard
231614904,Suburban,Extended Stay
30123805,Resort,Work-From-Anywhere
5795803,Urban,Standard
17956504,Urban,Standard
175902903,Resort,Lifestyle/Boutique
90325404,Urban,Extended Stay
6262103,Resort,Standard
24654305,Urban,Extended Stay
65353104,Urban,Lifestyle/Boutique
15075704,Urban,Standard
3661005,Small Metro/Town,Standard
170484503,Urban,Standard
200622604,Urban,Standard
32898906,Urban,Standard
182600804,Resort,Extended Stay
145164704,Urban,Extended Stay
54302806,Resort,Lifestyle/Boutique
289781203,Suburban,Extended Stay
52182704,Airport,Standard
218661804,Resort,Lifestyle/Boutique
73511205,Urban,Standard
52560503,Resort,Lifestyle/Boutique
193395204,Resort,Extended Stay
202974703,Small Metro/Town,Extended Stay
189049304,Urban,Lifestyle/Boutique
15121404,Suburban,Wellness/Eco
50218404,Resort,Wellness/Eco
94068203,Suburban,Lifestyle/Boutique
5808803,Small Metro/Town,Standard
122746905,Urban,Lifestyle/Boutique
187809404,Urban,Extended Stay
26656603,Urban,Standard
257142204,Suburban,Extended Stay
166138203,Urban,Standard
169477704,Resort,Work-From-Anywhere
16374204,Resort,Wellness/Eco
118640805,Urban,Lifestyle/Boutique
106575904,Resort,Extended Stay
15470704,Small Metro/Town,Standard
39818403,Suburban,Standard
61226004,Urban,Standard
46369703,Resort,Standard
38744406,Urban,Lifestyle/Boutique
253777104,Urban,Standard
7085803,Urban,Standard
132624604,Urban,Standard
195633204,Resort,Lifestyle/Boutique
213159704,Resort,Extended Stay
16362904,Resort,Standard
67027605,Resort,Wellness/Eco
49281705,Resort,Standard
19356404,Resort,Standard
26421504,Urban,Lifestyle/Boutique
5959303,Urban,Lifestyle/Boutique
96994004,Resort,Standard
141743204,Urban,Standard
396474204,Suburban,Extended Stay
370167203,Urban,Standard
46645304,Urban,Standard
16695505,Resort,Standard
183936304,Resort,Extended Stay
76935906,Urban,Standard
11745605,Resort,Standard
264177103,Resort,Standard
61452506,Small Metro/Town,Standard
47389206,Resort,Standard
60916705,Urban,Standard
6039803,Urban,Lifestyle/Boutique
170101104,Urban,Extended Stay
307239103,Small Metro/Town,Standard
30010504,Urban,Extended Stay
256207503,Urban,Lifestyle/Boutique
53530906,Urban,Lifestyle/Boutique
305427203,Urban,Standard
49336704,Resort,Standard
5497305,Urban,Standard
266714704,Urban,Standard
16801204,Urban,Standard
600089160,Urban,Extended Stay
40371004,Urban,Standard
6034603,Urban,Standard
372823804,Urban,Standard
235105704,Suburban,Standard
185757404,Interstate,Standard
285444703,Urban,Extended Stay
70113104,Small Metro/Town,Standard
37570005,Urban,Lifestyle/Boutique
6036903,Small Metro/Town,Standard
5891303,Resort,Wellness/Eco
46218104,Urban,Extended Stay
308903803,Resort,Standard
47591604,Resort,Standard
257399503,Urban,Standard
52114804,Resort,Extended Stay
63843604,Urban,Extended Stay
357357104,Suburban,Standard
70951305,Small Metro/Town,Standard
99252005,Urban,Extended Stay
289901703,Urban,Extended Stay
173307303,Urban,Standard
65925603,Urban,Standard
25663606,Urban,Standard
310171903,Resort,Standard
46732104,Resort,Standard
53171405,Small Metro/Town,Work-From-Anywhere
299951603,Urban,Standard
120501004,Urban,Extended Stay
92884504,Resort,Standard
161435503,Urban,Standard
122410703,Suburban,Standard
3007105,Urban,Standard
98443305,Suburban,Extended Stay
49053404,Urban,Standard
15154104,Suburban,Standard
16803104,Urban,Standard
284068803,Resort,Extended Stay
11368305,Resort,Wellness/Eco
49975704,Resort,Wellness/Eco
190382003,Resort,Standard
99585503,Small Metro/Town,Standard
55608606,Resort,Lifestyle/Boutique
11543605,Resort,Standard
107804104,Resort,Extended Stay
10788003,Suburban,Standard
115950704,Resort,Wellness/Eco
155979004,Urban,Extended Stay
95087604,Urban,Standard
79850904,Urban,Standard
132551704,Urban,Extended Stay
266804603,Suburban,Standard
5966503,Urban,Standard
208010004,Resort,Lifestyle/Boutique
90735604,Airport,Standard
30250005,Urban,Standard
88152103,Urban,Standard
181175003,Resort,Standard
12288505,Resort,Wellness/Eco
201538904,Resort,Standard
163628804,Suburban,Extended Stay
274353904,Resort,Standard
30680304,Urban,Standard
52174404,Suburban,Lifestyle/Boutique
94355405,Resort,Standard
34874406,Small Metro/Town,Standard
49624204,Urban,Standard
16038504,Resort,Lifestyle/Boutique
101085005,Urban,Standard
7129203,Urban,Standard
49089204,Resort,Standard
11853505,Resort,Standard
22817406,Resort,Standard
46736304,Urban,Standard
53548505,Airport,Standard
221998004,Urban,Extended Stay
42902506,Resort,Lifestyle/Boutique
287451803,Urban,Standard
85025806,Urban,Standard
52106204,Resort,Wellness/Eco
89686104,Urban,Lifestyle/Boutique
107963706,Urban,Standard
276645503,Urban,Standard
61303606,Urban,Extended Stay
35927403,Urban,Lifestyle/Boutique
52278304,Urban,Standard
208874504,Urban,Lifestyle/Boutique
48313004,Urban,Standard
78080404,Small Metro/Town,Standard
272854103,Urban,Standard
228015504,Small Metro/Town,Standard
64919805,Resort,Extended Stay
36710403,Resort,Standard
51848904,Small Metro/Town,Standard
11223205,Resort,Standard
195835703,Urban,Standard
84301904,Urban,Standard
94366305,Resort,Lifestyle/Boutique
101190306,Urban,Standard
266731804,Urban,Standard
278422903,Resort,Extended Stay
50075004,Urban,Standard
48382004,Small Metro/Town,Standard
365536003,Urban,Lifestyle/Boutique
163728403,Resort,Standard
150612304,Small Metro/Town,Extended Stay
46575304,Small Metro/Town,Wellness/Eco
229281104,Airport,Standard
48426504,Airport,Standard
48209904,Urban,Standard
337434003,Interstate,Standard
197433504,Urban,Extended Stay
251993303,Urban,Extended Stay
207678804,Urban,Standard
49135804,Urban,Standard
193472003,Resort,Standard
83466805,Resort,Extended Stay
101978404,Urban,Extended Stay
353411203,Urban,Standard
283404403,Urban,Standard
42860704,Urban,Standard
291107103,Urban,Extended Stay
343663403,Urban,Standard
42973904,Urban,Standard
49886204,Resort,Wellness/Eco
107498006,Small Metro/Town,Lifestyle/Boutique
46614904,Small Metro/Town,Standard
227233604,Urban,Standard
289993403,Urban,Standard
124933905,Urban,Standard
64858604,Urban,Standard
156690703,Urban,Standard
65590806,Urban,Standard
20431904,Urban,Wellness/Eco
200645904,Urban,Standard
48758204,Urban,Lifestyle/Boutique
116014605,Suburban,Extended Stay
18212904,Resort,Standard
46575804,Resort,Wellness/Eco
15944404,Small Metro/Town,Standard
275433803,Resort,Extended Stay
22813006,Small Metro/Town,Standard
256830104,Urban,Extended Stay
212716004,Resort,Wellness/Eco
214132304,Resort,Extended Stay
60914305,Resort,Wellness/Eco
394761304,Resort,Extended Stay
117477704,Urban,Extended Stay
48670704,Urban,Standard
370278104,Small Metro/Town,Extended Stay
23725306,Small Metro/Town,Standard
84247406,Urban,Extended Stay
152921904,Resort,Wellness/Eco
46351404,Urban,Standard
23623606,Urban,Extended Stay
97587604,Small Metro/Town,Standard
269972003,Urban,Lifestyle/Boutique
246229504,Resort,Standard
11434305,Urban,Standard
117595805,Airport,Extended Stay
48879804,Urban,Standard
60651804,Small Metro/Town,Standard
8796703,Suburban,Standard
195842503,Urban,Standard
76400904,Resort,Extended Stay
287524903,Urban,Extended Stay
78817904,Resort,Standard
96495605,Urban,Wellness/Eco
279505403,Urban,Standard
35823106,Resort,Standard
49522304,Resort,Standard
46081805,Urban,Lifestyle/Boutique
54610806,Resort,Wellness/Eco
111315904,Urban,Lifestyle/Boutique
48353705,Urban,Standard
105561804,Resort,Standard
61523704,Urban,Standard
54332805,Resort,Extended Stay
46726704,Resort,Standard
42706504,Urban,Standard
88186503,Urban,Lifestyle/Boutique
46223706,Resort,Standard
58262904,Small Metro/Town,Standard
175865503,Urban,Standard
174161503,Urban,Standard
1751704,Small Metro/Town,Standard
59177703,Resort,Standard
82253805,Small Metro/Town,Standard
171445604,Urban,Extended Stay
6024903,Suburban,Extended Stay
46381404,Resort,Wellness/Eco
17071604,Resort,Standard
52125504,Urban,Lifestyle/Boutique
67243706,Resort,Standard
108045306,Urban,Standard
295261603,Urban,Standard
170894503,Urban,Lifestyle/Boutique
50040204,Resort,Standard
243496204,Urban,Standard
39916804,Urban,Lifestyle/Boutique
291917103,Resort,Standard
62768104,Urban,Standard
134387803,Resort,Wellness/Eco
103161106,Urban,Standard
6021003,Small Metro/Town,Standard
46224804,Small Metro/Town,Standard
57067206,Resort,Standard
106317404,Urban,Standard
16013205,Resort,Standard
298515003,Urban,Wellness/Eco
16763104,Resort,Wellness/Eco
15726505,Urban,Standard
235114004,Resort,Standard
27593606,Resort,Standard
96518405,Resort,Wellness/Eco
134382103,Urban,Standard
308947903,Urban,Lifestyle/Boutique
49761904,Urban,Standard
124600405,Urban,Extended Stay
97393704,Airport,Standard
48423904,Urban,Lifestyle/Boutique
60916605,Resort,Standard
2618505,Urban,Standard
46334804,Urban,Standard
381900204,Urban,Lifestyle/Boutique
225096204,Urban,Extended Stay
163332504,Urban,Extended Stay
57722503,Urban,Lifestyle/Boutique
125569005,Suburban,Standard
112982804,Urban,Standard
173043003,Urban,Lifestyle/Boutique
34829206,Urban,Lifestyle/Boutique
4253005,Urban,Standard
80698203,Urban,Standard
219668504,Resort,Extended Stay
123981105,Resort,Extended Stay
49172804,Resort,Standard
103948704,Urban,Lifestyle/Boutique
33139704,Small Metro/Town,Standard
19199104,Urban,Standard
64916303,Urban,Standard
158061204,Urban,Standard
81937505,Resort,Lifestyle/Boutique
388107904,Urban,Standard
600141841,Urban,Standard
59947004,Resort,Wellness/Eco
125521805,Resort,Wellness/Eco
49453004,Resort,Wellness/Eco
95381903,Suburban,Standard
74991404,Small Metro/Town,Lifestyle/Boutique
90085604,Urban,Extended Stay
251137403,Resort,Standard
188359603,Resort,Wellness/Eco
91470603,Resort,Lifestyle/Boutique
97772405,Small Metro/Town,Standard
50280104,Resort,Standard
10673003,Urban,Lifestyle/Boutique
50315904,Resort,Wellness/Eco
23318006,Resort,Standard
197942204,Urban,Standard
228541404,Resort,Extended Stay
55292405,Urban,Standard
600159623,Resort,Extended Stay
162810503,Urban,Lifestyle/Boutique
159151204,Urban,Standard
157736504,Urban,Lifestyle/Boutique
12551103,Urban,Standard
600338170,Resort,Extended Stay
48476904,Urban,Standard
189499603,Urban,Wellness/Eco
41088603,Resort,Lifestyle/Boutique
29569404,Resort,Standard
263900303,Resort,Standard
33271404,Urban,Standard
171236703,Resort,Standard
48891604,Urban,Lifestyle/Boutique
65683705,Resort,Standard
48587204,Urban,Standard
348029503,Resort,Lifestyle/Boutique
23648506,Resort,Wellness/Eco
4712104,Urban,Standard
16467804,Urban,Lifestyle/Boutique
104664805,Urban,Lifestyle/Boutique
117644504,Small Metro/Town,Standard
130633104,Small Metro/Town,Extended Stay
123924405,Urban,Standard
300043103,Urban,Extended Stay
270197403,Resort,Standard
90961503,Urban,Extended Stay
60830605,Resort,Standard
39830004,Urban,Standard
12583603,Small Metro/Town,Standard
47122805,Resort,Standard
127432503,Small Metro/Town,Wellness/Eco
158954203,Urban,Lifestyle/Boutique
78915105,Suburban,Standard
56130104,Resort,Standard
168871504,Small Metro/Town,Lifestyle/Boutique
199257204,Resort,Extended Stay
381593004,Resort,Extended Stay
48306604,Urban,Standard
36060206,Urban,Standard
121817903,Resort,Standard
2940305,Airport,Standard
78928706,Resort,Standard
62589904,Urban,Standard
17454703,Urban,Extended Stay
48868104,Urban,Lifestyle/Boutique
600426792,Urban,Standard
107130604,Resort,Lifestyle/Boutique
15895704,Small Metro/Town,Standard
127091305,Urban,Standard
1956605,Urban,Lifestyle/Boutique
66992303,Urban,Lifestyle/Boutique
51674403,Resort,Lifestyle/Boutique
99409803,Urban,Standard
92796403,Urban,Extended Stay
141961604,Resort,Standard
95111504,Small Metro/Town,Lifestyle/Boutique
66501303,Urban,Standard
55983804,Urban,Standard
91275606,Resort,Wellness/Eco
11807005,Urban,Standard
23087706,Resort,Standard
34739506,Resort,Standard
5473605,Resort,Standard
7110103,Urban,Lifestyle/Boutique
82195405,Urban,Standard
282954204,Urban,Standard
256142603,Urban,Extended Stay
263914703,Urban,Standard
96103204,Urban,Wellness/Eco
98141603,Urban,Extended Stay
38316805,Urban,Lifestyle/Boutique
30319505,Urban,Standard
49169504,Urban,Lifestyle/Boutique
155635204,Urban,Standard
53249605,Resort,Standard
40033505,Urban,Standard
47426505,Small Metro/Town,Lifestyle/Boutique
217786604,Resort,Standard
294549503,Urban,Standard
91065705,Small Metro/Town,Standard
46850004,Resort,Wellness/Eco
151239504,Resort,Standard
6034503,Urban,Standard
10184103,Urban,Extended Stay
62595806,Small Metro/Town,Standard
36558703,Urban,Standard
280554903,Resort,Extended Stay
600301485,Urban,Standard
301726903,Urban,Extended Stay
2429105,Urban,Standard
30493506,Small Metro/Town,Standard
73064605,Urban,Standard
274540403,Resort,Standard
72344103,Small Metro/Town,Wellness/Eco
52163404,Resort,Standard
102343704,Urban,Lifestyle/Boutique
253641604,Resort,Standard
116572104,Resort,Standard
46647504,Resort,Wellness/Eco
71568403,Suburban,Standard
57699703,Urban,Standard
10942605,Urban,Standard
94412303,Urban,Standard
55835604,Resort,Wellness/Eco
47077306,Urban,Standard
5903903,Resort,Extended Stay
46754304,Urban,Standard
274276303,Urban,Extended Stay
125923405,Urban,Lifestyle/Boutique
319266203,Resort,Standard
68285604,Resort,Standard
7131403,Urban,Extended Stay
10550104,Resort,Standard
162689203,Small Metro/Town,Standard
267320503,Urban,Standard
113220603,Small Metro/Town,Standard
3959505,Resort,Standard
43370206,Small Metro/Town,Standard
107027804,Urban,Extended Stay
117765205,Urban,Standard
282742303,Urban,Extended Stay
48445604,Resort,Standard
19020204,Urban,Standard
500191696,Urban,Standard
11295005,Small Metro/Town,Standard
75810004,Urban,Extended Stay
29528103,Small Metro/Town,Standard
108971904,Urban,Standard
4901505,Urban,Standard
85925206,Resort,Wellness/Eco
20524504,Resort,Standard
163855803,Urban,Standard
383288204,Urban,Extended Stay
32490103,Resort,Work-From-Anywhere
5963603,Urban,Standard
84166903,Resort,Wellness/Eco
177889004,Urban,Standard
46404105,Suburban,Standard
18615204,Urban,Extended Stay
123572605,Urban,Extended Stay
15163704,Urban,Standard
48444004,Urban,Standard
208005604,Resort,Standard
79504203,Urban,Standard
3432605,Suburban,Standard
253421703,Suburban,Extended Stay
369503104,Suburban,Standard
301462103,Small Metro/Town,Standard
109119705,Resort,Standard
121324903,Urban,Standard
46739404,Small Metro/Town,Wellness/Eco
95807105,Urban,Standard
49045704,Urban,Lifestyle/Boutique
5873903,Urban,Standard
88873004,Urban,Extended Stay
160740703,Resort,Wellness/Eco
6265803,Urban,Standard
286095203,Urban,Extended Stay
49056404,Resort,Standard
708602,Urban,Standard
49993004,Small Metro/Town,Standard
94649903,Urban,Standard
16924005,Urban,Standard
61684405,Resort,Standard
107498506,Urban,Lifestyle/Boutique
125843205,Small Metro/Town,Standard
235691104,Resort,Extended Stay
61442505,Urban,Lifestyle/Boutique
186779603,Urban,Standard
104534604,Urban,Standard
69090805,Urban,Standard
48029303,Resort,Standard
92966306,Urban,Standard
304846303,Urban,Standard
93914103,Resort,Standard
22633606,Small Metro/Town,Lifestyle/Boutique
136368503,Interstate,Standard
105511104,Resort,Lifestyle/Boutique
58706106,Urban,Extended Stay
45664904,Urban,Lifestyle/Boutique
13348805,Urban,Standard
32802906,Resort,Standard
259918203,Resort,Wellness/Eco
286606503,Resort,Standard
207718404,Resort,Standard
134777704,Airport,Standard
69487705,Small Metro/Town,Standard
50336204,Resort,Wellness/Eco
146443404,Airport,Standard
81585705,Suburban,Extended Stay
10911203,Resort,Standard
15681704,Resort,Standard
111114004,Urban,Lifestyle/Boutique
173451103,Urban,Standard
51935304,Urban,Standard
43883406,Small Metro/Town,Standard
62041303,Urban,Extended Stay
201264103,Small Metro/Town,Standard
79204606,Urban,Lifestyle/Boutique
50349104,Resort,Wellness/Eco
239255204,Urban,Standard
120114804,Urban,Lifestyle/Boutique
359557703,Urban,Standard
279860903,Suburban,Extended Stay
47296204,Small Metro/Town,Standard
96067204,Small Metro/Town,Standard
25837504,Urban,Wellness/Eco
105086906,Small Metro/Town,Standard
3072505,Urban,Standard
308948503,Resort,Wellness/Eco
43022603,Resort,Wellness/Eco
67700104,Urban,Extended Stay
188935004,Urban,Standard
170032803,Urban,Extended Stay
3367905,Urban,Standard
1700404,Resort,Standard
85273203,Small Metro/Town,Standard
221162103,Urban,Extended Stay
174709403,Small Metro/Town,Standard
22621906,Resort,Wellness/Eco
229637404,Resort,Standard
6070703,Urban,Lifestyle/Boutique
96499106,Suburban,Extended Stay
249706004,Suburban,Standard
4533505,Urban,Lifestyle/Boutique
48455404,Urban,Standard
80991404,Urban,Standard
210561604,Urban,Extended Stay
51024506,Small Metro/Town,Standard
78300506,Urban,Lifestyle/Boutique
192894404,Urban,Extended Stay
188204104,Resort,Extended Stay
338804703,Resort,Standard
33721006,Resort,Standard
52818505,Resort,Work-From-Anywhere
97933706,Resort,Standard
249963304,Urban,Standard
99932204,Resort,Standard
52821604,Urban,Standard
63601604,Resort,Lifestyle/Boutique
46829504,Urban,Standard
229910204,Urban,Standard
346599603,Urban,Lifestyle/Boutique
104995805,Resort,Standard
223631004,Resort,Wellness/Eco
39346205,Suburban,Standard
49949204,Resort,Standard
253413203,Resort,Wellness/Eco
54118104,Resort,Wellness/Eco
73639504,Resort,Lifestyle/Boutique
